given,similar,jaccard
1588667638,1295738201,0.285714286
1588667638,1043213051,0.285714286
1588667638,1609879618,0.285714286
1588667638,1043213226,0.285714286
1588667638,1326041500,0.428571429
1588667638,1063415248,0.285714286
1588667638,1437152618,0.285714286
1588667638,1982607172,0.285714286
1588667638,1356344543,0
1588667638,1104829399,0.285714286
1588667638,1205839495,0.285714286
1588667638,1396748596,0.285714286
1588667638,1679576870,0
1588667638,1497758692,0.285714286
1588667638,1235132465,0.285714286
1588667638,1508869736,0.285714286
1588667638,1457354490,0.375
1588667638,1518960533,0
1588667638,1154324176,0.285714286
1588667638,1346243367,0.285714286
1588667638,1326041344,0.285714286
1588667638,1811990849,0.285714286
1588667638,1902809932,0.285714286
1588667638,1457354482,0.428571429
1588667638,1003819038,0.285714286
1588667638,1194728121,0.285714286
1588667638,1942203971,0.444444444
1588667638,1124021274,0.285714286
1588667638,1770586828,0.285714286
1588667638,1699778746,0.285714286
1588667638,1871596924,0.285714286
1588667638,1861495814,0.428571429
1588667638,1205839255,0.285714286
1588667638,1932102084,0.285714286
1588667638,1588667638,0
1588667638,1649273871,0.375
1588667638,1023011145,0.428571429
1588667638,1215930334,0.285714286
1588667638,1598768616,0.375
1588667638,1134122302,0.285714286
1588667638,1942203120,0.444444444
1588667638,1275536468,0.375
1588667638,1427051432,0.375
1588667638,1952304990,0.444444444
1588667638,1255334207,0.375
1588667638,1538162664,0.285714286
1588667638,1801899091,0.285714286
1497758544,1982607115,0.4
1497758544,1265435499,0.4
1497758544,1639172869,0.4
1497758544,1003819020,0.4
1497758544,1699778720,0.4
1497758544,1326041468,0.4
1497758544,1548263585,0.4
1497758544,1902809940,0.4
1497758544,1841293867,0.4
1497758544,1740283787,0.4
1497758544,1104829159,0.4
1497758544,1497758544,0
1497758544,1023011178,0.4
1306849450,1043213259,0.375
1306849450,1336142553,0.375
1306849450,1770586893,0.285714286
1306849450,1568465714,0.285714286
1306849450,1831192087,0.285714286
1306849450,1194728352,0.444444444
1306849450,1013910272,0.285714286
1306849450,1407859671,0.285714286
1306849450,1740283738,0.285714286
1306849450,1750384749,0.444444444
1306849450,1245233253,0.428571429
1306849450,1326041500,0.428571429
1306849450,1922001114,0.285714286
1306849450,1487657680,0.375
1306849450,1235132432,0.375
1306849450,1972506913,0.428571429
1306849450,1538162573,0.285714286
1306849450,1629071667,0.285714286
1306849450,1952304974,0.285714286
1306849450,1134122153,0.285714286
1306849450,1225031248,0.285714286
1306849450,1235132267,0.285714286
1306849450,1811990849,0.285714286
1306849450,1003819038,0.285714286
1306849450,1285637215,0.285714286
1306849450,1558364588,0.375
1306849450,1851394886,0.285714286
1306849450,1770586703,0.285714286
1306849450,1760485700,0.285714286
1306849450,1215930268,0.375
1306849450,1386647329,0.285714286
1306849450,1326041377,0.285714286
1306849450,1518960566,0.285714286
1306849450,1811990864,0.285714286
1306849450,1396748349,0.285714286
1306849450,1750384806,0.285714286
1306849450,1215930367,0.375
1306849450,1306849450,0
1306849450,1043213267,0.285714286
1306849450,1962405183,0.285714286
1306849450,1578566741,0.285714286
1306849450,1891798088,0.285714286
1306849450,1740283936,0.285714286
1306849450,1972506186,0.285714286
1215930367,1043213259,0.444444444
1215930367,1871596098,0.375
1215930367,1336142553,0.25
1215930367,1427051648,0.444444444
1215930367,1164425393,0.375
1215930367,1710980941,0.375
1215930367,1184627317,0.444444444
1215930367,1659374882,0.444444444
1215930367,1669475679,0.375
1215930367,1124021134,0.375
1215930367,1841293966,0.375
1215930367,1114920238,0.375
1215930367,1013910033,0.375
1215930367,1295738219,0.375
1215930367,1942203062,0.375
1215930367,1770586893,0.375
1215930367,1407859523,0.444444444
1215930367,1225031354,0.444444444
1215930367,1184627218,0.375
1215930367,1285637314,0.375
1215930367,1649273772,0.444444444
1215930367,1295738433,0.444444444
1215930367,1003819269,0.375
1215930367,1013910272,0.375
1215930367,1316940588,0.375
1215930367,1699778860,0.375
1215930367,1992708168,0.375
1215930367,1174526347,0.375
1215930367,1740283738,0.375
1215930367,1740283753,0.375
1215930367,1881697894,0.375
1215930367,1326041500,0.285714286
1215930367,1245233428,0.375
1215930367,1518960798,0.375
1215930367,1619970803,0.444444444
1215930367,1922001114,0.375
1215930367,1487657680,0.444444444
1215930367,1235132432,0.444444444
1215930367,1326041526,0.375
1215930367,1700889748,0.375
1215930367,1629071667,0.142857143
1215930367,1336142348,0.375
1215930367,1811990831,0.375
1215930367,1184627101,0.444444444
1215930367,1396748315,0.375
1215930367,1124021142,0.375
1215930367,1952304974,0.375
1215930367,1134122153,0.375
1215930367,1225031248,0.375
1215930367,1962405985,0.375
1215930367,1326041344,0.375
1215930367,1235132267,0.375
1215930367,1285637215,0.375
1215930367,1376546309,0.375
1215930367,1558364588,0.25
1215930367,1851394886,0.142857143
1215930367,1770586703,0.375
1215930367,1508869546,0.375
1215930367,1760485700,0.375
1215930367,1215930268,0
1215930367,1760485718,0.375
1215930367,1386647329,0.375
1215930367,1326041377,0.375
1215930367,1518960566,0.375
1215930367,1801899851,0.375
1215930367,1629071675,0.375
1215930367,1811990864,0.375
1215930367,1407859556,0.375
1215930367,1598768640,0.375
1215930367,1144223298,0.375
1215930367,1073516027,0.444444444
1215930367,1396748349,0.375
1215930367,1750384707,0.375
1215930367,1750384806,0.375
1215930367,1215930367,0
1215930367,1306849450,0.375
1215930367,1710980735,0.444444444
1215930367,1316940521,0.375
1215930367,1598768616,0.444444444
1215930367,1992708184,0.375
1215930367,1235132440,0.375
1215930367,1427051432,0.444444444
1215930367,1053314005,0.375
1215930367,1457354409,0.444444444
1023011178,1821091067,0.4
1023011178,1386647527,0.4
1023011178,1679576607,0.4
1023011178,1134122179,0.4
1023011178,1023011178,0
1023011178,1275536294,0.4
1023011178,1265435499,0.4
1023011178,1699778720,0.4
1023011178,1548263585,0.4
1023011178,1740283787,0.4
1023011178,1497758544,0.4
1932102084,1942203153,0.285714286
1932102084,1770586984,0.285714286
1932102084,1225031438,0.285714286
1932102084,1689677809,0.285714286
1932102084,1871596007,0.428571429
1932102084,1174526305,0.428571429
1932102084,1710980941,0.285714286
1932102084,1093718223,0.428571429
1932102084,1588667596,0.375
1932102084,1548263569,0.285714286
1932102084,1497758510,0.375
1932102084,1689677718,0.285714286
1932102084,1265435390,0.285714286
1932102084,1275536302,0.285714286
1932102084,1649273897,0.285714286
1932102084,1174526347,0.285714286
1932102084,1447253612,0.375
1932102084,1306849583,0.285714286
1932102084,1972506970,0.428571429
1932102084,1295738201,0.285714286
1932102084,1881697894,0.285714286
1932102084,1043213226,0.285714286
1932102084,1407859689,0.285714286
1932102084,1699778878,0.285714286
1932102084,1326041500,0.428571429
1932102084,1518960798,0.285714286
1932102084,1437152618,0.285714286
1932102084,1528061702,0.285714286
1932102084,1982607172,0
1932102084,1356344543,0.285714286
1932102084,1487657672,0.285714286
1932102084,1578566766,0.285714286
1932102084,1205839495,0.285714286
1932102084,1689677874,0.285714286
1932102084,1295738490,0.285714286
1932102084,1679576870,0.285714286
1932102084,1316940513,0.285714286
1932102084,1417950643,0.285714286
1932102084,1508869736,0
1932102084,1982607925,0.285714286
1932102084,1518960533,0.285714286
1932102084,1255334272,0.285714286
1932102084,1346243367,0.285714286
1932102084,1790788727,0.285714286
1932102084,1457354482,0.428571429
1932102084,1942203971,0.444444444
1932102084,1295738235,0.285714286
1932102084,1346243391,0.285714286
1932102084,1710980768,0.285714286
1932102084,1699778746,0.285714286
1932102084,1871596924,0.285714286
1932102084,1962405019,0.285714286
1932102084,1205839255,0.285714286
1932102084,1932102985,0.285714286
1932102084,1932102084,0
1932102084,1588667638,0.285714286
1932102084,1457354680,0.428571429
1932102084,1023011145,0.428571429
1932102084,1760485882,0.428571429
1932102084,1598768616,0.375
1932102084,1134122302,0.285714286
1932102084,1942203120,0.444444444
1932102084,1275536468,0.375
1932102084,1427051432,0.375
1932102084,1952304990,0.444444444
1932102084,1144223181,0.428571429
1932102084,1255334207,0.375
1841293990,1508869520,0.444444444
1841293990,1841293990,0
1750384806,1043213259,0.375
1750384806,1689677809,0.285714286
1750384806,1336142553,0.375
1750384806,1215930227,0.285714286
1750384806,1366445389,0.285714286
1750384806,1497758510,0.375
1750384806,1770586893,0.285714286
1750384806,1366445496,0.285714286
1750384806,1194728352,0.444444444
1750384806,1013910272,0.285714286
1750384806,1740283738,0.285714286
1750384806,1750384749,0.444444444
1750384806,1609879618,0.285714286
1750384806,1245233253,0.428571429
1750384806,1790788701,0.375
1750384806,1316940596,0.285714286
1750384806,1326041500,0.428571429
1750384806,1609879881,0.285714286
1750384806,1922001114,0.285714286
1750384806,1487657680,0.142857143
1750384806,1235132432,0.375
1750384806,1972506913,0.428571429
1750384806,1982607925,0.285714286
1750384806,1629071667,0.285714286
1750384806,1154324176,0.285714286
1750384806,1306849328,0.285714286
1750384806,1952304974,0.285714286
1750384806,1134122153,0.285714286
1750384806,1225031248,0.285714286
1750384806,1508869538,0.285714286
1750384806,1780687715,0.375
1750384806,1235132267,0.285714286
1750384806,1285637215,0.285714286
1750384806,1558364588,0.375
1750384806,1851394886,0.285714286
1750384806,1942203971,0.444444444
1750384806,1770586703,0.285714286
1750384806,1225031255,0.285714286
1750384806,1760485700,0.285714286
1750384806,1215930268,0.375
1750384806,1104829142,0.444444444
1750384806,1386647329,0.285714286
1750384806,1326041377,0.285714286
1750384806,1518960566,0.285714286
1750384806,1811990864,0.285714286
1750384806,1558364596,0.285714286
1750384806,1952304909,0.285714286
1750384806,1831192889,0.428571429
1750384806,1114920162,0.375
1750384806,1396748349,0.285714286
1750384806,1750384806,0
1750384806,1215930367,0.375
1750384806,1306849450,0.285714286
1750384806,1932102977,0.375
1750384806,1053314104,0.285714286
1750384806,1073516001,0.285714286
1669475711,1851394068,0.375
1669475711,1558364703,0
1669475711,1649273806,0.285714286
1669475711,1174526362,0.428571429
1669475711,1669475711,0
1578566626,1770586984,0.285714286
1578566626,1972506194,0.285714286
1578566626,1568465797,0.285714286
1578566626,1306849310,0.375
1578566626,1588667596,0.375
1578566626,1952304073,0.285714286
1578566626,1952304123,0.285714286
1578566626,1780687954,0.285714286
1578566626,1629071899,0.285714286
1578566626,1861495871,0.285714286
1578566626,1407859689,0.285714286
1578566626,1699778878,0.285714286
1578566626,1326041500,0.428571429
1578566626,1528061702,0.285714286
1578566626,1548263734,0.285714286
1578566626,1689677874,0.285714286
1578566626,1295738490,0.285714286
1578566626,1689677882,0.285714286
1578566626,1578566592,0.285714286
1578566626,1780687715,0.375
1578566626,1194728121,0.285714286
1578566626,1699778639,0.375
1578566626,1679576615,0.285714286
1578566626,1295738235,0.285714286
1578566626,1710980768,0.285714286
1578566626,1003819053,0.285714286
1578566626,1861495913,0.375
1578566626,1710980743,0.285714286
1578566626,1871596825,0.285714286
1578566626,1932102985,0.285714286
1578566626,1578566626,0
1578566626,1386647303,0.285714286
1578566626,1952304966,0.285714286
1578566626,1689677619,0.285714286
1578566626,1497758445,0.285714286
1578566626,1205839248,0.285714286
1578566626,1932102977,0.375
1578566626,1467455402,0.428571429
1487657532,1285637207,0.285714286
1487657532,1477556611,0.285714286
1487657532,1477556629,0.285714286
1487657532,1710980909,0.285714286
1487657532,1184627119,0.285714286
1487657532,1265435218,0.285714286
1487657532,1932102969,0.375
1487657532,1487657532,0
1487657532,1770586786,0.428571429
1487657532,1154324192,0.428571429
1487657532,1336142363,0.285714286
1487657532,1437152485,0.428571429
1487657532,1245233246,0.285714286
1396748448,1699778811,0.285714286
1396748448,1760485932,0.375
1396748448,1215930482,0.285714286
1396748448,1407859416,0.428571429
1396748448,1790788735,0.285714286
1396748448,1275536211,0.285714286
1396748448,1164425195,0.375
1396748448,1396748448,0
1205839354,1396748505,0.285714286
1205839354,1235132457,0.285714286
1205839354,1255334488,0.285714286
1205839354,1669475679,0.285714286
1205839354,1124021134,0.285714286
1205839354,1295738219,0.285714286
1205839354,1801899935,0.285714286
1205839354,1639172760,0
1205839354,1053314195,0.285714286
1205839354,1033112206,0.285714286
1205839354,1891798062,0.285714286
1205839354,1265435432,0.285714286
1205839354,1750384749,0.444444444
1205839354,1295738201,0.285714286
1205839354,1740283753,0.285714286
1205839354,1871596882,0.285714286
1205839354,1326041500,0.428571429
1205839354,1891798070,0.285714286
1205839354,1295738482,0.285714286
1205839354,1477556660,0.285714286
1205839354,1205839404,0.285714286
1205839354,1235132465,0.285714286
1205839354,1710980750,0
1205839354,1801899844,0.285714286
1205839354,1336142348,0.285714286
1205839354,1972506996,0.375
1205839354,1245233261,0.285714286
1205839354,1437152451,0
1205839354,1184627101,0.375
1205839354,1740283761,0.285714286
1205839354,1396748315,0.285714286
1205839354,1487657409,0.285714286
1205839354,1124021142,0.285714286
1205839354,1780687707,0.375
1205839354,1871596890,0.285714286
1205839354,1053314096,0.285714286
1205839354,1760485718,0.285714286
1205839354,1588667521,0.285714286
1205839354,1306849344,0.285714286
1205839354,1063415016,0.375
1205839354,1801899851,0.285714286
1205839354,1093718041,0.285714286
1205839354,1417950569,0.285714286
1205839354,1700889730,0.285714286
1205839354,1437152469,0.375
1205839354,1295738227,0.285714286
1205839354,1477556405,0.166666667
1205839354,1417950460,0.285714286
1205839354,1578566527,0.285714286
1205839354,1205839354,0
1205839354,1679576722,0.428571429
1205839354,1831192848,0.375
1205839354,1033112040,0.375
1205839354,1699778613,0.375
1205839354,1861495806,0.444444444
1114920261,1992708127,0.285714286
1114920261,1215930334,0.285714286
1114920261,1114920261,0
1114920261,1609879618,0.285714286
1114920261,1154324176,0.285714286
1023011079,1225031446,0.4
1023011079,1699778720,0.4
1023011079,1326041468,0.4
1023011079,1730182981,0.4
1023011079,1124021308,0.4
1023011079,1962405977,0.4
1023011079,1720081912,0.4
1023011079,1396748588,0.4
1023011079,1679576862,0.4
1023011079,1407859606,0.4
1023011079,1356344378,0.4
1023011079,1841293867,0.4
1023011079,1790788743,0.4
1023011079,1023011079,0
1023011079,1982607156,0.4
1023011079,1417950437,0.4
1023011079,1679576847,0.4
1023011079,1144223322,0.4
1023011079,1720081755,0.4
1023011079,1679576607,0.4
1023011079,1326041369,0.4
1023011079,1992708945,0.4
1023011079,1699778647,0.4
1932102985,1942203153,0.285714286
1932102985,1770586984,0
1932102985,1689677809,0.285714286
1932102985,1972506194,0.285714286
1932102985,1871596007,0.428571429
1932102985,1174526305,0.428571429
1932102985,1710980941,0.285714286
1932102985,1093718223,0.428571429
1932102985,1568465797,0.285714286
1932102985,1306849310,0.375
1932102985,1548263569,0.285714286
1932102985,1265435390,0.285714286
1932102985,1952304123,0.285714286
1932102985,1780687954,0.285714286
1932102985,1174526347,0.285714286
1932102985,1629071899,0.285714286
1932102985,1861495871,0.285714286
1932102985,1881697894,0.285714286
1932102985,1407859689,0
1932102985,1699778878,0
1932102985,1326041500,0.428571429
1932102985,1518960798,0.285714286
1932102985,1528061702,0
1932102985,1982607172,0.285714286
1932102985,1548263734,0.285714286
1932102985,1659374841,0.285714286
1932102985,1487657672,0.285714286
1932102985,1578566766,0.285714286
1932102985,1689677874,0
1932102985,1295738490,0
1932102985,1689677882,0.285714286
1932102985,1316940513,0.285714286
1932102985,1417950643,0.285714286
1932102985,1508869736,0.285714286
1932102985,1982607925,0.285714286
1932102985,1255334272,0.285714286
1932102985,1578566592,0.285714286
1932102985,1780687715,0.375
1932102985,1790788727,0.285714286
1932102985,1194728121,0.285714286
1932102985,1699778639,0.375
1932102985,1295738235,0
1932102985,1346243391,0.285714286
1932102985,1710980768,0
1932102985,1003819053,0.285714286
1932102985,1861495913,0.375
1932102985,1962405019,0.285714286
1932102985,1710980743,0.285714286
1932102985,1871596825,0.285714286
1932102985,1932102985,0
1932102985,1578566626,0.285714286
1932102985,1932102084,0.285714286
1932102985,1053314278,0.285714286
1932102985,1457354680,0.428571429
1932102985,1104829126,0.285714286
1932102985,1386647303,0.285714286
1932102985,1760485882,0.428571429
1932102985,1952304966,0.285714286
1932102985,1225031420,0.285714286
1932102985,1689677619,0.285714286
1932102985,1144223181,0.428571429
1932102985,1497758445,0.285714286
1932102985,1205839248,0.285714286
1932102985,1952304131,0.285714286
1932102985,1164425344,0.285714286
1841293891,1104829134,0.375
1841293891,1841293891,0
1841293891,1336142355,0.375
1841293891,1962405993,0.444444444
1750384707,1871596098,0.285714286
1750384707,1336142553,0.375
1750384707,1427051648,0.375
1750384707,1164425393,0.285714286
1750384707,1710980941,0.285714286
1750384707,1184627317,0.375
1750384707,1659374882,0.375
1750384707,1669475679,0.285714286
1750384707,1124021134,0.285714286
1750384707,1841293966,0.285714286
1750384707,1013910033,0.285714286
1750384707,1295738219,0.285714286
1750384707,1942203062,0.285714286
1750384707,1407859523,0.375
1750384707,1184627218,0.285714286
1750384707,1649273772,0.375
1750384707,1295738433,0.375
1750384707,1316940588,0.285714286
1750384707,1992708168,0.285714286
1750384707,1740283753,0.285714286
1750384707,1780687962,0.428571429
1750384707,1326041500,0.166666667
1750384707,1245233428,0.285714286
1750384707,1518960798,0.285714286
1750384707,1619970803,0.375
1750384707,1326041526,0.285714286
1750384707,1700889748,0.285714286
1750384707,1629071667,0.285714286
1750384707,1336142348,0.285714286
1750384707,1184627101,0.375
1750384707,1396748315,0.285714286
1750384707,1326041344,0.285714286
1750384707,1558364588,0.375
1750384707,1851394886,0.285714286
1750384707,1215930268,0.375
1750384707,1760485718,0.285714286
1750384707,1801899851,0.285714286
1750384707,1629071675,0
1750384707,1407859556,0.285714286
1750384707,1598768640,0.285714286
1750384707,1073516027,0.375
1750384707,1750384707,0
1750384707,1215930367,0.375
1750384707,1316940521,0.285714286
1750384707,1598768616,0.375
1750384707,1942203120,0.444444444
1750384707,1992708184,0.285714286
1750384707,1003819293,0.428571429
1750384707,1235132440,0.285714286
1750384707,1427051432,0.375
1750384707,1952304990,0.444444444
1750384707,1053314005,0.285714286
1750384707,1902809957,0.428571429
1669475612,1669475612,0
1669475612,1124021175,0.428571429
1669475612,1598768509,0.428571429
1578566527,1396748505,0.285714286
1578566527,1235132457,0.285714286
1578566527,1316940547,0.285714286
1578566527,1255334488,0.285714286
1578566527,1225031347,0.285714286
1578566527,1801899935,0.285714286
1578566527,1639172760,0.285714286
1578566527,1003819269,0.285714286
1578566527,1033112206,0.285714286
1578566527,1780687954,0.285714286
1578566527,1891798062,0.285714286
1578566527,1265435432,0.285714286
1578566527,1356344527,0.375
1578566527,1679576854,0.444444444
1578566527,1750384749,0.444444444
1578566527,1871596882,0.285714286
1578566527,1326041500,0.428571429
1578566527,1609879881,0.285714286
1578566527,1891798070,0.285714286
1578566527,1295738482,0.285714286
1578566527,1477556660,0.285714286
1578566527,1578566774,0.285714286
1578566527,1235132465,0.285714286
1578566527,1710980750,0.285714286
1578566527,1801899844,0.285714286
1578566527,1972506996,0.142857143
1578566527,1245233261,0.285714286
1578566527,1437152451,0.285714286
1578566527,1740283761,0.285714286
1578566527,1487657409,0
1578566527,1780687707,0.375
1578566527,1053314096,0.285714286
1578566527,1588667521,0
1578566527,1306849344,0.285714286
1578566527,1063415016,0.142857143
1578566527,1093718041,0.285714286
1578566527,1285637231,0.285714286
1578566527,1417950569,0.285714286
1578566527,1144223298,0.285714286
1578566527,1700889730,0.285714286
1578566527,1437152469,0.375
1578566527,1295738227,0
1578566527,1477556405,0.428571429
1578566527,1417950460,0.285714286
1578566527,1578566527,0
1578566527,1205839354,0.285714286
1578566527,1679576722,0.428571429
1578566527,1831192848,0.142857143
1578566527,1033112040,0.142857143
1578566527,1881697803,0.375
1578566527,1699778613,0.142857143
1578566527,1861495806,0.444444444
1487657433,1063415073,0
1487657433,1093718033,0
1487657433,1043213077,0
1487657433,1487657425,0.25
1487657433,1487657433,0
1396748349,1043213259,0.375
1396748349,1336142553,0.375
1396748349,1770586893,0.285714286
1396748349,1194728352,0.444444444
1396748349,1013910272,0.285714286
1396748349,1740283738,0.285714286
1396748349,1750384749,0.444444444
1396748349,1245233253,0.428571429
1396748349,1326041500,0.428571429
1396748349,1922001114,0.285714286
1396748349,1487657680,0.375
1396748349,1235132432,0.375
1396748349,1972506913,0.428571429
1396748349,1629071667,0.285714286
1396748349,1952304974,0.285714286
1396748349,1134122153,0.285714286
1396748349,1225031248,0.285714286
1396748349,1235132267,0.285714286
1396748349,1285637215,0.285714286
1396748349,1558364588,0.375
1396748349,1851394886,0.285714286
1396748349,1770586703,0.285714286
1396748349,1760485700,0.285714286
1396748349,1215930268,0.375
1396748349,1386647329,0.285714286
1396748349,1326041377,0.285714286
1396748349,1518960566,0.285714286
1396748349,1811990864,0.285714286
1396748349,1396748349,0
1396748349,1750384806,0.285714286
1396748349,1215930367,0.375
1396748349,1306849450,0.285714286
1205839255,1225031438,0.285714286
1205839255,1487657615,0.285714286
1205839255,1588667596,0.375
1205839255,1497758510,0.142857143
1205839255,1689677718,0.285714286
1205839255,1447253570,0.285714286
1205839255,1275536302,0.285714286
1205839255,1568465714,0.285714286
1205839255,1649273897,0.285714286
1205839255,1487657656,0.285714286
1205839255,1942203112,0.285714286
1205839255,1265435432,0.285714286
1205839255,1447253612,0.375
1205839255,1306849583,0.285714286
1205839255,1972506970,0.428571429
1205839255,1295738201,0.285714286
1205839255,1043213226,0.285714286
1205839255,1326041500,0.428571429
1205839255,1437152618,0
1205839255,1982607172,0.285714286
1205839255,1356344543,0.285714286
1205839255,1205839495,0
1205839255,1679576870,0.285714286
1205839255,1508869736,0.285714286
1205839255,1518960533,0.285714286
1205839255,1346243367,0.285714286
1205839255,1518960541,0.428571429
1205839255,1457354482,0.428571429
1205839255,1942203971,0.444444444
1205839255,1225031255,0.285714286
1205839255,1720081771,0.285714286
1205839255,1003819053,0.285714286
1205839255,1699778746,0
1205839255,1871596924,0.285714286
1205839255,1073516027,0.375
1205839255,1568465516,0.285714286
1205839255,1205839255,0
1205839255,1932102084,0.285714286
1205839255,1588667638,0.285714286
1205839255,1023011145,0.428571429
1205839255,1598768616,0.375
1205839255,1134122302,0.285714286
1205839255,1942203120,0.444444444
1205839255,1275536468,0.375
1205839255,1427051432,0.375
1205839255,1952304990,0.444444444
1205839255,1255334207,0.375
1114920162,1689677809,0.375
1114920162,1104829332,0.375
1114920162,1215930227,0.375
1114920162,1366445389,0.375
1114920162,1932102050,0.375
1114920162,1497758510,0.444444444
1114920162,1053314187,0.375
1114920162,1093718124,0.375
1114920162,1366445496,0.375
1114920162,1033112214,0.375
1114920162,1053314062,0.375
1114920162,1609879618,0.375
1114920162,1790788701,0.25
1114920162,1316940596,0.375
1114920162,1609879881,0.375
1114920162,1558364745,0.375
1114920162,1487657680,0.444444444
1114920162,1215930417,0.375
1114920162,1972506103,0.375
1114920162,1982607925,0.375
1114920162,1356344394,0.375
1114920162,1184627127,0.375
1114920162,1154324176,0.375
1114920162,1629071642,0.375
1114920162,1811990831,0.375
1114920162,1578566592,0.375
1114920162,1215930235,0.375
1114920162,1306849328,0.375
1114920162,1497758411,0.375
1114920162,1235132259,0.375
1114920162,1508869538,0.142857143
1114920162,1780687715,0.444444444
1114920162,1871596809,0.375
1114920162,1467455493,0.375
1114920162,1225031255,0.375
1114920162,1699778639,0.444444444
1114920162,1588667539,0.375
1114920162,1104829142,0.333333333
1114920162,1972506921,0.375
1114920162,1174526123,0.375
1114920162,1649273673,0.375
1114920162,1376546317,0.375
1114920162,1558364596,0.375
1114920162,1033112081,0.375
1114920162,1952304909,0.375
1114920162,1225031271,0.375
1114920162,1114920162,0
1114920162,1750384806,0.375
1114920162,1932102977,0.444444444
1114920162,1053314104,0.375
1114920162,1073516001,0.375
1922001973,1922001973,0
1831192889,1689677809,0.428571429
1831192889,1134122351,0.428571429
1831192889,1972506194,0.428571429
1831192889,1215930227,0.428571429
1831192889,1366445389,0.428571429
1831192889,1477556496,0.428571429
1831192889,1366445496,0.428571429
1831192889,1306849575,0.428571429
1831192889,1821091836,0.428571429
1831192889,1417950429,0.428571429
1831192889,1518960525,0.428571429
1831192889,1609879618,0.428571429
1831192889,1316940596,0.428571429
1831192889,1609879881,0.428571429
1831192889,1982607925,0.428571429
1831192889,1154324176,0.428571429
1831192889,1306849328,0.428571429
1831192889,1508869538,0.428571429
1831192889,1053314088,0.428571429
1831192889,1548263577,0.428571429
1831192889,1588667513,0.428571429
1831192889,1225031255,0.428571429
1831192889,1558364596,0.428571429
1831192889,1952304909,0.428571429
1831192889,1831192889,0
1831192889,1750384806,0.428571429
1831192889,1053314104,0.428571429
1831192889,1073516001,0.428571429
1831192889,1821091869,0.428571429
1740283795,1740283795,0
1659374601,1770586786,0.428571429
1659374601,1154324192,0.428571429
1659374601,1437152485,0.428571429
1659374601,1750384780,0.285714286
1659374601,1659374601,0
1659374601,1689677890,0.285714286
1659374601,1447253463,0.285714286
1568465516,1942203153,0.285714286
1568465516,1487657615,0.285714286
1568465516,1497758510,0.375
1568465516,1447253570,0.285714286
1568465516,1568465714,0.285714286
1568465516,1487657656,0.285714286
1568465516,1942203112,0.285714286
1568465516,1265435432,0.285714286
1568465516,1326041500,0.428571429
1568465516,1437152618,0.285714286
1568465516,1205839495,0.285714286
1568465516,1396748596,0.285714286
1568465516,1518960541,0.428571429
1568465516,1225031255,0.285714286
1568465516,1720081771,0.285714286
1568465516,1003819053,0.285714286
1568465516,1699778746,0.285714286
1568465516,1073516027,0.375
1568465516,1568465516,0
1568465516,1205839255,0.285714286
1477556421,1003819236,0
1477556421,1477556421,0
1477556421,1073516241,0.285714286
1477556421,1063415065,0.285714286
1477556421,1265435283,0.375
1477556421,1598768525,0.428571429
1477556421,1407859440,0.285714286
1477556421,1235132382,0.285714286
1477556421,1386647311,0.285714286
1255334207,1023011145,0.285714286
1255334207,1710980735,0.444444444
1255334207,1316940463,0.375
1255334207,1740283779,0.375
1255334207,1255334207,0
